30717	О порядке определения предельного уровня цены на тепловую энергию в ценовых зонах теплоснабжения	
30715	О заключении долгосрочных контрактов на содержание автомобильных дорог	
30719	Об изменениях количества добываемой на отдельных месторождениях сырой нефти, которое может быть вывезено с применением особых формул расчёта ставок вывозных таможенных пошлин	
30791	О дополнении перечня официальных физкультурных и спортивных мероприятий для обязательного включения в ежегодный календарный план	
30720	О выдвижении кандидатов в совет директоров и ревизионную комиссию АО «Росагролизинг»	
30742	О компенсации сельскохозяйственным товаропроизводителям ущерба, причинённого в результате чрезвычайных ситуаций природного характера в Республике Хакасия и Красноярском крае	
30785	О выделении средств российским организациям в сфере эпидемиологии, профилактики и мониторинга бактериальных и вирусных инфекций для противодействия угрозам инфекционных болезней	
30784	О лицензировании импорта гравия и щебня	
30705	Об участии России в эксплуатации установки Европейского рентгеновского лазера на свободных электронах	
30706	О бюджетных ассигнованиях на реализацию проектов в рамках программы технического сотрудничества МАГАТЭ	
30708	Об изменениях в порядке допуска иностранного программного обеспечения к закупкам для государственных и муниципальных нужд	
30695	О присуждении премий Правительства в области средств массовой информации за 2017 год	
30781	О повышении денежного довольствия военнослужащих и сотрудников отдельных федеральных органов исполнительной власти	
30694	Об утверждении плана по развитию производства малотоннажной химии	
30666	Об увеличении ассигнований на обеспечение сбалансированности региональных бюджетов	
30667	О распределении в 2018 году субсидий на государственную поддержку общероссийских общественных организаций инвалидов	
30669	Об объёмах выпуска государственных ценных бумаг в 2018 году	
30665	О расширении территории опережающего социально-экономического развития «Камчатка»	
30691	О распределении дотаций субъектам Федерации на обеспечение сбалансированности бюджетов регионов	
30660	Об увеличении размеров ежегодных грантов Президента России в области культуры и искусства	
30652	Об изменениях в составе Правительственного совета по развитию отечественной кинематографии	
30647	О распределении в 2018 году межбюджетных трансфертов субъектам Федерации на выплату региональных социальных доплат к пенсии	
30650	О создании государственного природного заповедника «Васюганский»	
30651	О бюджетных ассигнованиях на развитие образования в области сельского хозяйства	
30655	О предоставлении дополнительных межбюджетных трансфертов трём субъектам Федерации на финансирование дорожной деятельности	
30640	О порядке информационного взаимодействия при формировании листка нетрудоспособности в форме электронного документа	
30622	Об изменениях в порядке представления уведомлений о начале осуществления отдельных видов предпринимательской деятельности	
30637	Об изменениях в порядке кредитования малого и среднего предпринимательства по льготной ставке	
30628	О поддержке отдельных проектов в авиастроении	
30630	О совершенствовании механизма специального инвестиционного контракта	
30639	О компенсации сельскохозяйственным товаропроизводителям ущерба, причинённого в результате чрезвычайных ситуаций природного характера	
30657	О мерах по продвижению российского несырьевого экспорта в странах Африки	
30617	Об исполнении обязательств России по созданию базовой конфигурации комплекса сверхпроводящих колец на встречных пучках тяжёлых ионов NICA	
30616	Об одобрении Российской Стороной проекта Соглашения между Правительством Российской Федерации и ЮНЕСКО о создании Международного центра компетенций в горнотехническом образовании	
30615	Об изменениях в Правилах дорожного движения	
30614	О создании условий для размещения объектов инфраструктуры туристического комплекса «Золотое озеро» (Республика Алтай)	
30812	Об изменениях в порядке хранения и предоставления информации в целях противодействия терроризму	
30601	О внесении изменений в государственную программу «Содействие занятости населения»	
30599	О создании условий для размещения горнолыжного комплекса «Холдоми» (Хабаровский край)	
30598	Об установлении тарифных квот и ставок вывозных таможенных пошлин на отдельные виды лесоматериалов	
30600	Об изменениях в порядке управления средствами суверенных фондов	
30583	О реструктуризации обязательств субъектов Федерации по бюджетным кредитам	
30620	Об утверждении плана по сохранению, возрождению и развитию народных художественных промыслов и ремёсел	
30624	Об увеличении уставного капитала ОАО «Российские железные дороги» для реализации инвестиционных проектов	
30811	Об одобрении Российской Стороной проекта Договора между Россией и Сербией о социальном обеспечении	
30562	Об актуализации Федерального плана статистических работ	
30567	О продлении действия механизма господдержки организаций лёгкой промышленности	
30561	Об утверждении состава Правительственной комиссии по вопросам обращения с отходами производства и потребления	
30560	О выделении дополнительных средств на развитие отраслей агропромышленного комплекса Республики Крым	
30537	О распределении дотаций субъектам Федерации, достигшим наилучших результатов по социально-экономическому развитию территорий	
30547	О перераспределении бюджетных ассигнований из резервного фонда Правительства России на поддержку отдельных отраслей промышленности	
30541	Об увеличении объёма субвенций на обеспечение отдельных категорий граждан лекарственными препаратами, медицинскими изделиями и специализированными продуктами лечебного питания	
30487	О Программе государственных гарантий бесплатного оказания гражданам медицинской помощи на 2018 год и на плановый период 2019 и 2020 годов	
30517	Об обеспечении исполнения федерального бюджета	
30518	О повышении оплаты труда работников бюджетной сферы	
30814	О создании условий для строительства терминала по производству и перегрузке сжиженного природного газа в морском порту Высоцк (Ленинградская область)	
30810	О некоторых вопросах государственного регулирования генно-инженерной деятельности	
30618	О взносах России в Объединённый институт ядерных исследований	
30546	Об открытии генерального консульства Республики Узбекистан в Ростове-на-Дону	
30481	О передаче Большого Московского государственного цирка на проспекте Вернадского в собственность города Москвы	
30480	Об одобрении Российской Стороной проекта Союзного государства по реставрации сооружений Брестской крепости	
30552	Об определении прожиточного минимума за III квартал 2017 года	
30455	Об определении потребности в привлечении иностранных работников в 2018 году	
30453	Об установлении на 2018 год допустимой доли иностранных работников в отдельных видах экономической деятельности	
30454	Об одобрении Российской Стороной проекта научно-технической программы Союзного государства в сфере производства и эффективного использования биобезопасных комбикормов для животноводства и аквакультуры	
30443	О присоединении Антидопингового центра к Московскому государственному университету имени М.В.Ломоносова	
30436	Об изменениях в порядке предоставления и выплаты грантов Президента России для поддержки лиц, проявивших выдающиеся способности	
30435	О порядке предоставления субсидий производителям тракторов на приобретение двигателей внутреннего сгорания	
30591	О досрочном прекращении деятельности особой экономической зоны на территории Владивостока	
30551	О расширении полномочий комиссий по делам несовершеннолетних и защите их прав	
30409	О государственном регулировании цен на продукцию, поставляемую по государственному оборонному заказу	
30414	Об особенностях госзакупок коронарных стентов и катетеров иностранного производства	
30417	О расширении территории опережающего социально-экономического развития «Михайловский» (Приморский край)	
30415	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Объединённых Арабских Эмиратов о научно-технической и производственной кооперации предприятий гражданских отраслей промышленности	
30387	О проведении эксперимента по маркировке табачной продукции средствами идентификации и мониторингу оборота табачной продукции	
30401	О вопросах управления временно свободными средствами на едином счёте федерального бюджета	
30390	Об изменениях в правилах предоставления межбюджетных трансфертов из федерального бюджета бюджетам субъектов Федерации, достигших наилучших результатов по социально-экономическому развитию	
30543	Об одобрении Российской Стороной проекта Соглашения о финансировании и реализации программы приграничного сотрудничества «Россия – Польша»	
30416	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Марокко о сотрудничестве в области массовых коммуникаций	
30363	О внесении изменений в «дорожную карту» «Совершенствование таможенного администрирования»	
30362	Об утверждении плана первоочередных мероприятий («дорожной карты») по внедрению целевой модели рынка тепловой энергии	
30360	О внесении изменений в Стратегию развития электросетевого комплекса России	
30403	О внесении изменений в Концепцию демографической политики Дальнего Востока и утверждении плана её реализации	
30458	Об утверждении правил предоставления субсидий из федерального бюджета государственным корпорациям, государственным компаниям и публично-правовым компаниям	
30536	О проведении в 2018 году российского этапа международной велосипедной гонки «Arctic Race»	
30317	О выделении дополнительных средств на повышение оплаты труда работников федеральных государственных учреждений культуры	
30388	О создании Федерального центра компетенций в сфере производительности труда	
30318	Об изменении ставок вывозных таможенных пошлин на отходы вольфрама и металлокерамики	
30309	Об изменении границ территории опережающего социально-экономического развития «Горный воздух» (Сахалинская область)	
30303	Об утверждении перечня государственных программ, в которых должны формироваться разделы или представляться сводная информация по опережающему развитию приоритетных территорий	
30302	О выделении дополнительных средств на повышение оплаты труда работников федеральных государственных учреждений в сфере образования и науки	
30301	О распределении дотаций субъектам Федерации на обеспечение сбалансированности бюджетов регионов	
30343	Об утверждении правил формирования перечня внутренних водных путей	
30299	Об утверждении Российской Стороной актов, принятых XXVI Конгрессом Всемирного почтового союза	
30277	Об обеспечении запуска с космодрома Восточный космического аппарата дистанционного зондирования Земли «Метеор-М»	
30276	Об утверждении перечня субъектов Федерации, в которых в 2018 году будут софинансироваться расходные обязательства по поддержке семей в связи с рождением третьего ребёнка или последующих детей	
30282	О расширении круга субъектов среднего предпринимательства в сфере лёгкой промышленности	
30283	О совершенствовании нормативного правового регулирования в сфере строительства объектов нежилого назначения	
30281	О применении риск-ориентированного подхода при региональном государственном экологическом надзоре	
30274	Об утверждении Стратегии развития производства промышленной продукции реабилитационной направленности	
30273	Об изменениях в порядке предоставления технических средств реабилитации и услуг инвалидам	
30275	О дополнительных субсидиях на государственную поддержку общероссийских общественных организаций инвалидов	
30279	Об одобрении Российской Стороной проекта Соглашения об унификации селекционно-племенной работы с сельскохозяйственными животными в рамках Евразийского экономического союза	
30280	О внесении изменений в программу развития Санкт-Петербургского государственного университета	
30278	О внесении изменений в устав Санкт-Петербургского государственного университета	
30261	О государственном контроле в сфере обеспечения доступности рабочих мест и условий труда для инвалидов	
30385	О дополнении Всероссийского конкурса «Лучшая муниципальная практика» новой номинацией	
30319	О размерах минимальной и максимальной величин пособия по безработице на 2018 год	
30379	Об одобрении Российской Стороной проекта новой редакции Соглашения о порядке формирования и исполнения бюджета Шанхайской организации сотрудничества	
30254	Об установлении квоты на выдачу иностранным гражданам и лицам без гражданства разрешений на временное проживание в России на 2018 год	
30255	О предоставлении дотации Ростовской области на обеспечение жильём пострадавших при крупном пожаре в августе 2017 года	
30252	О внесении изменений в схему территориального планирования в области энергетики	
30384	О порядке распределения квот добычи водных биологических ресурсов для любительского и спортивного рыболовства	
30263	Об одобрении Российской Стороной Соглашения о внесении изменений в российско-литовское межправительственное Соглашение о сотрудничестве в области транспорта	
30230	О введении новой разновидности визы на въезд в Россию	
30228	О порядке распределения квот добычи водных биологических ресурсов во внутренних водных объектах для промышленного рыболовства	
30215	О внесении изменения в Правила противопожарного режима	
30214	Об изменениях в порядке корректировки инвестиционных программ в сфере теплоснабжения, водоснабжения и водоотведения	
30216	О выделении средств на возобновление стабильной работы градообразующего предприятия моногорода Инта	
30199	О дополнительной закупке в 2017 году автомобилей скорой медицинской помощи для моногородов	
30198	Об изменениях в порядке предоставления субсидий на транспортировку продукции	
30185	Об утверждении перечня услуг, которые предоставляются с использованием единой государственной информационной системы в сфере здравоохранения	
30188	О расширении доступа субъектов малого и среднего предпринимательства к закупкам крупнейших заказчиков	
30271	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Мозамбика об упрощённом порядке захода российских военных кораблей в мозамбикские порты	
30189	О расширении территории опережающего социально-экономического развития «Николаевск» (Хабаровский край)	
30192	О создании территории опережающего социально-экономического развития «Верхний Уфалей» (Челябинская область)	
30191	О создании территории опережающего социально-экономического развития «Сосенский» (Калужская область)	
30190	О создании территории опережающего социально-экономического развития «Лесной» (Рязанская область)	
30182	Об установлении базового уровня тарифов на электрическую энергию на Дальнем Востоке в 2018 году	
30184	О дополнительной закупке в 2017 году автомобилей скорой медицинской помощи и школьных автобусов для Новгородской области	
30183	О присвоении наименования «Жуковский» международному аэропорту в Московской области	
30157	О порядке описания лекарственных препаратов, закупаемых для государственных нужд	
30158	О предельной величине базы для начисления страховых взносов в государственные внебюджетные фонды с 1 января 2018 года	
30159	Об одобрении Российской Стороной проекта Протокола о внесении изменений в Соглашение о сотрудничестве государств СНГ в борьбе с хищениями автотранспортных средств и обеспечении их возврата	
30197	О директоре федерального государственного бюджетного учреждения «Национальный исследовательский центр "Курчатовский институт"»	
30196	О В.И.Ильгисонисе	
30140	Об изменениях в государственной программе «Доступная среда» на 2011–2020 годы	
30138	О вопросах лишения организаций статуса гарантирующего поставщика электрической энергии	
30219	О дополнении прогнозного плана приватизации федерального имущества	
30186	Об изменениях в порядке предоставления государственной поддержки ведущим российским университетам в целях повышения их конкурентоспособности среди ведущих мировых научно-образовательных центров	
30120	О повышении доступности энергетической инфраструктуры для отдельных групп потребителей	
30118	Об актуализации требований к осветительным устройствам и электрическим лампам в цепях переменного тока	
30121	О расширении морского порта Владивосток (Приморский край)	
30117	Об образовании организационного комитета по подготовке и проведению празднования 100-летия российской академической археологии	
30115	О предоставлении Республике Карелия дотации на обеспечение сбалансированности бюджетов субъектов Федерации	
30156	Об организации видеонаблюдения и видеотрансляции в интернете с избирательных участков и территориальных избирательных комиссий во время выборов Президента России в 2018 году	
30086	Об утверждении Стратегии развития российских морских портов в Каспийском бассейне	
30136	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Египта о сотрудничестве в области карантина растений	
30153	О предельном уровне соотношения среднемесячной заработной платы руководителей, их заместителей, главных бухгалтеров и работников отдельных государственных учреждений и предприятий	
30075	Об утверждении перечня специализированных продуктов питания для детей-инвалидов на 2018 год	
30074	О создании на базе АКБ «Российский капитал» универсального ипотечно-строительного банка	
30089	Об утверждении плана реализации Стратегии обеспечения единства измерений в России	
30155	Об утверждении плана развития объекта культурного наследия федерального значения «Есенинская Русь – место, связанное с жизнью и творчеством поэта С.А.Есенина»	
30054	О сроках проведения переписи населения	
30055	О премировании победителей Всероссийского конкурса «Лучшая муниципальная практика»	
30160	Об одобрении Российской Стороной проекта Соглашения между правительствами Российской Федерации и Гвинейской Республики о военном сотрудничестве	
30036	Об открытии нового аэропорта Платов (Ростов-на-Дону) для полётов	
30035	Об изменениях в порядке контроля при пропуске через государственную границу России	
30125	Об установлении возможности изменения валюты обязательств по субординированным депозитам во Внешэкономбанке	
30071	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Казахстана о функционировании Казахстанского филиала Московского государственного университета имени М.В.Ломоносова	
30069	О Программе межрегионального и приграничного сотрудничества между Россией и Казахстаном	
30042	Об утверждении перечня документов по стандартизации, обязательное применение которых обеспечивает безопасность дорожного движения	
30034	Об изменениях в порядке компенсации производителям высокотехнологичной продукции части затрат на сертификацию продукции для выхода на мировой рынок	
30065	Об изменениях количества добываемой на отдельных месторождениях сырой нефти, которое может быть вывезено с применением особых формул расчёта ставок вывозных таможенных пошлин	
29992	О присуждении премий Правительства России в области качества за 2017 год	
29991	О бюджетных инвестициях в авиастроительной отрасли	
29993	Об утверждении перечней международных выставок продукции военного назначения, проводимых на территории России в 2018–2019 годах	
29990	Об одобрении Российской Стороной проекта Протокола о внесении изменений в Соглашение о гармонизации требований к дополнительному обучению и профессиональной компетентности международных автомобильных перевозчиков государств СНГ	
29951	Об установлении на 2018 год количества озоноразрушающих веществ и допустимого объёма производства	
29953	Об использовании на платной основе двух участков автомобильной дороги М-11 Москва – Санкт-Петербург в Тверской и Новгородской областях	
29950	О расширении морского порта Тамань (Краснодарский край)	
29949	О расширении морского порта Кавказ (Краснодарский край)	
29925	О дополнении Правил дорожного движения нормой о порядке проезда перекрёстков с круговым движением	
29924	Об изменениях в Правилах дорожного движения в целях улучшения организации движения на перекрёстках	
30016	О государственной информационной системе мониторинга в сфере межнациональных и межконфессиональных отношений	
29908	О присуждении премий Правительства России в области науки и техники за 2017 год	
29904	О применении риск-ориентированного подхода при государственном строительном надзоре	
29901	Об актуализации перечней иностранных товаров лёгкой промышленности, в отношении которых установлены ограничения допуска к закупкам для государственных нужд	
29989	О создании Правительственной комиссии по вопросам обращения с отходами производства и потребления	
29889	Об изменениях в перечне сельскохозяйственной продукции, сырья и продовольствия, страной происхождения которых является Турецкая Республика и которые запрещены с 1 января 2016 года к ввозу в Россию	
29853	О корректировке перечня продукции, запрещённой к ввозу в Россию	
29863	О порядке подтверждения соответствия персональных данных абонентов, заявленных в договорах об оказании услуг связи, фактическим данным пользователей услугами связи	
29864	Об утверждении плана реализации Основ государственного регулирования и государственного контроля организации отдыха и оздоровления детей до 2020 года	
29866	Об одобрении Российской Стороной проекта Соглашения об обмене информацией, необходимой для определения и контроля таможенной стоимости товаров в государствах СНГ	
30022	О предоставлении в 2017 году государственных гарантий АО «РОСНАНО»	
30021	О конкурсе молодёжных проектов Всекавказского молодёжного форума	
29865	Об определении исполнителя работ по ликвидации накопленного экологического ущерба в результате деятельности Байкальского целлюлозно-бумажного комбината	
29888	Об утверждении индексов изменения размера платы граждан за коммунальные услуги на 2018 год	
29895	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Финляндии о внесении изменения в межправительственное Соглашение о международном автомобильном сообщении от 27 октября 1995 года	
29810	О сотрудничестве с Европейской организацией ядерных исследований по модернизации детекторов Большого адронного коллайдера	
29813	О реализации программы трансграничного сотрудничества «Интеррег. Регион Балтийского моря» на территории России	
29815	О применении риск-ориентированного подхода при федеральном государственном надзоре в сфере обращения лекарственных средств для ветеринарного применения	
29779	О порядке недискриминационного доступа к услугам субъектов естественных монополий в портах	
29771	Об отчуждении принадлежащих госкорпорации «Ростех» акций ПАО «Автодизель»	
29758	Об утверждении перечня жизненно необходимых и важнейших лекарственных препаратов для медицинского применения на 2018 год	
29753	О расширении территории опережающего социально-экономического развития «Южная» (Сахалинская область)	
29751	Об изменении границ территории опережающего социально-экономического развития «Горный воздух» (Сахалинская область)	
29759	О заместителе руководителя Федерального агентства по управлению государственным имуществом	
29791	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Армении о международном автомобильном сообщении	
29790	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Кипра о взаимодействии в проведении гуманитарных операций при возникновении кризисных ситуаций	
29820	Об одобрении Российской Стороной проекта Соглашения между правительствами Российской Федерации и Республики Беларусь о взаимодействии в области обеспечения транспортной безопасности	
29718	О создании территории опережающего социально-экономического развития «Вятские Поляны» (Кировская область)	
29902	Об одобрении Российской Стороной проекта Протокола о внесении изменений в Соглашение о Правилах определения страны происхождения товаров в СНГ	
29769	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Кипра по морскому транспорту	
29768	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Кипра о сотрудничестве в области связи и информационных технологий	
29767	О принятии Российской Стороной поправок к Соглашению об учреждении Общего фонда для сырьевых товаров от 27 июня 1980 года	
29725	Об изменениях порядка капитальных вложений в объекты государственной собственности	
29717	О бюджетных ассигнованиях на оплату государственного контракта по производству самолетов-амфибий Бе-200	
29727	О дополнении перечня международных финансовых организаций, ценные бумаги которых допускаются к размещению и публичному обращению в России	
29899	Об одобрении Российской Стороной проекта Соглашения между правительствами России и Бурунди о взаимной отмене визовых требований для владельцев дипломатических или служебных паспортов	
29710	О применении механизма проектного управления при формировании и реализации отдельных государственных программ	
29707	Об утверждении правил господдержки центров Национальной технологической инициативы на базе вузов и научных организаций	
